STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,male_female
Nebraska,Boyd County,4,1741,881,860,Male
Nebraska,Brown County,4,2872,1430,1442,Female
Nebraska,Buffalo County,4,50586,25424,25162,Male
Nebraska,Burt County,4,6755,3406,3349,Male
Nebraska,Butler County,4,8427,4256,4171,Male
Nebraska,Cass County,4,27122,13847,13275,Male
Nebraska,Cedar County,4,8371,4293,4078,Male
Nebraska,Chase County,4,3772,1888,1884,Male
Nebraska,Cherry County,4,5464,2802,2662,Male
Nebraska,Cheyenne County,4,9511,4832,4679,Male
Nebraska,Clay County,4,6049,3114,2935,Male
Nebraska,Colfax County,4,10444,5622,4822,Male
Nebraska,Cuming County,4,8929,4504,4425,Male
Nebraska,Custer County,4,10476,5307,5169,Male
Nebraska,Dakota County,4,21042,10658,10384,Male
Nebraska,Dawes County,4,8241,4008,4233,Female
Nebraska,Dawson County,4,23884,12568,11316,Male
Nebraska,Deuel County,4,1902,977,925,Male
Nebraska,Dixon County,4,5464,2812,2652,Male
Nebraska,Dodge County,4,36997,18548,18449,Male
Nebraska,Douglas County,4,586327,291743,294584,Female
Nebraska,Dundy County,4,1590,792,798,Female
Nebraska,Fillmore County,4,5553,2785,2768,Male
Nebraska,Franklin County,4,2873,1468,1405,Male
Nebraska,Frontier County,4,2633,1352,1281,Male
Nebraska,Furnas County,4,4575,2318,2257,Male
Nebraska,Gage County,4,21583,10863,10720,Male
Nebraska,Garden County,4,1837,950,887,Male
Nebraska,Garfield County,4,1801,899,902,Female
Nebraska,Gosper County,4,1808,965,843,Male
Nebraska,Grant County,4,576,302,274,Male
Nebraska,Greeley County,4,2227,1134,1093,Male
Nebraska,Hall County,4,62097,31714,30383,Male
Nebraska,Hamilton County,4,9429,4790,4639,Male
Nebraska,Harlan County,4,3054,1567,1487,Male
Nebraska,Hayes County,4,849,430,419,Male
Nebraska,Hitchcock County,4,2598,1326,1272,Male
Nebraska,Holt County,4,10043,5096,4947,Male
Nebraska,Hooker County,4,686,332,354,Female
Nebraska,Howard County,4,6515,3313,3202,Male
Nebraska,Jefferson County,4,7154,3561,3593,Female
Nebraska,Johnson County,4,5287,3190,2097,Male
Nebraska,Kearney County,4,6690,3358,3332,Male
Nebraska,Keith County,4,8269,4197,4072,Male
Nebraska,Keya Paha County,4,787,410,377,Male
Nebraska,Kimball County,4,3315,1678,1637,Male
Nebraska,Knox County,4,8336,4136,4200,Female
Nebraska,Lancaster County,4,324756,163625,161131,Male
Nebraska,Lincoln County,4,33685,16828,16857,Female
Nebraska,Logan County,4,675,352,323,Male
Nebraska,Loup County,4,599,303,296,Male
Nebraska,McPherson County,4,372,187,185,Male
Nebraska,Madison County,4,35368,17739,17629,Male
Nebraska,Merrick County,4,7721,3925,3796,Male
Nebraska,Morrill County,4,4527,2344,2183,Male
Nebraska,Nance County,4,3326,1687,1639,Male
Nebraska,Nemaha County,4,7035,3550,3485,Male
Nebraska,Nuckolls County,4,4041,2024,2017,Male
Nebraska,Otoe County,4,16198,8192,8006,Male
Nebraska,Pawnee County,4,2528,1234,1294,Female
Nebraska,Perkins County,4,2829,1435,1394,Male
Nebraska,Phelps County,4,8988,4547,4441,Male
Nebraska,Pierce County,4,7332,3720,3612,Male
Nebraska,Platte County,4,34296,17495,16801,Male
Nebraska,Polk County,4,5166,2626,2540,Male
Nebraska,Red Willow County,4,10573,5317,5256,Male
Nebraska,Richardson County,4,7705,3871,3834,Male
Nebraska,Rock County,4,1245,615,630,Female
Nebraska,Saline County,4,14116,7297,6819,Male
Nebraska,Sarpy County,4,196553,99328,97225,Male
Nebraska,Saunders County,4,23118,11880,11238,Male
Nebraska,Scotts Bluff County,4,35603,17425,18178,Female
Nebraska,Seward County,4,17692,9149,8543,Male
Nebraska,Sheridan County,4,4996,2541,2455,Male
Nebraska,Sherman County,4,2980,1516,1464,Male
Nebraska,Sioux County,4,1127,601,526,Male
Nebraska,Stanton County,4,5717,2903,2814,Male
Nebraska,Thayer County,4,4885,2441,2444,Female
Nebraska,Thomas County,4,671,335,336,Female
Nebraska,Thurston County,4,6507,3245,3262,Female
Nebraska,Valley County,4,4073,2058,2015,Male
Nebraska,Washington County,4,21167,10700,10467,Male
Nebraska,Wayne County,4,9871,5000,4871,Male
Nebraska,Webster County,4,3336,1698,1638,Male
Nebraska,Wheeler County,4,785,399,386,Male
Nebraska,York County,4,14354,7166,7188,Female
Nevada,Churchill County,4,25843,13284,12559,Male
Nevada,Clark County,4,2322985,1165197,1157788,Male
Nevada,Douglas County,4,49628,25151,24477,Male
Nevada,Elko County,4,54046,28135,25911,Male
Nevada,Esmeralda County,4,744,414,330,Male
Nevada,Eureka County,4,1863,1031,832,Male
Nevada,Humboldt County,4,17272,8965,8307,Male
Nevada,Lander County,4,5766,2968,2798,Male
Nevada,Lincoln County,4,4482,2390,2092,Male
Nevada,Lyon County,4,61585,31918,29667,Male
Nevada,Mineral County,4,4525,2289,2236,Male
Nevada,Nye County,4,54738,28168,26570,Male
Nevada,Pershing County,4,6462,4087,2375,Male
Nevada,Storey County,4,4170,2146,2024,Male
Nevada,Washoe County,4,496745,252779,243966,Male
Nevada,White Pine County,4,8788,4936,3852,Male
Nevada,Carson City,4,58130,29994,28136,Male
New Hampshire,Belknap County,4,64781,32308,32473,Female
New Hampshire,Carroll County,4,52199,26101,26098,Male
New Hampshire,Cheshire County,4,77350,38246,39104,Female
New Hampshire,Coos County,4,31504,16322,15182,Male
New Hampshire,Grafton County,4,91126,45354,45772,Female
New Hampshire,Hillsborough County,4,426594,214590,212004,Male
New Hampshire,Merrimack County,4,156020,77729,78291,Female
New Hampshire,Rockingham County,4,319424,159484,159940,Female
New Hampshire,Strafford County,4,132275,65620,66655,Female
New Hampshire,Sullivan County,4,43958,22055,21903,Male
New Jersey,Atlantic County,4,275638,134678,140960,Female
New Jersey,Bergen County,4,952997,467984,485013,Female
New Jersey,Burlington County,4,466103,230556,235547,Female
New Jersey,Camden County,4,524907,254565,270342,Female
New Jersey,Cape May County,4,95634,46604,49030,Female
New Jersey,Cumberland County,4,151356,76827,74529,Male
New Jersey,Essex County,4,849477,413711,435766,Female
New Jersey,Gloucester County,4,306601,150787,155814,Female
New Jersey,Hudson County,4,703366,351882,351484,Male
New Jersey,Hunterdon County,4,129777,64096,65681,Female
New Jersey,Mercer County,4,380688,187959,192729,Female
New Jersey,Middlesex County,4,861418,428786,432632,Female
New Jersey,Monmouth County,4,644098,316115,327983,Female
New Jersey,Morris County,4,511151,254048,257103,Female
New Jersey,Ocean County,4,655735,319582,336153,Female
New Jersey,Passaic County,4,513936,252822,261114,Female
New Jersey,Salem County,4,65117,32127,32990,Female
New Jersey,Somerset County,4,346875,171250,175625,Female
New Jersey,Sussex County,4,146084,73626,72458,Male
New Jersey,Union County,4,569815,281882,287933,Female
New Jersey,Warren County,4,110926,55127,55799,Female
New Mexico,Bernalillo County,4,672508,331411,341097,Female
New Mexico,Catron County,4,3827,1997,1830,Male
New Mexico,Chaves County,4,63894,32174,31720,Male
New Mexico,Cibola County,4,26950,13837,13113,Male
New Mexico,Colfax County,4,12246,6333,5913,Male
New Mexico,Curry County,4,47532,24532,23000,Male
New Mexico,De Baca County,4,1693,859,834,Male
New Mexico,Do��a Ana County,4,223337,110363,112974,Female
New Mexico,Eddy County,4,60400,30895,29505,Male
New Mexico,Grant County,4,27686,13824,13862,Female
New Mexico,Guadalupe County,4,4310,2492,1818,Male
New Mexico,Harding County,4,628,334,294,Male
New Mexico,Hidalgo County,4,4003,2044,1959,Male
New Mexico,Lea County,4,72452,37590,34862,Male
New Mexico,Lincoln County,4,20411,10013,10398,Female
New Mexico,Los Alamos County,4,19187,10027,9160,Male
New Mexico,Luna County,4,25749,12921,12828,Male
New Mexico,McKinley County,4,69830,33829,36001,Female
New Mexico,Mora County,4,4169,2150,2019,Male
New Mexico,Otero County,4,68823,36468,32355,Male
New Mexico,Quay County,4,8546,4243,4303,Female
New Mexico,Rio Arriba County,4,40048,19811,20237,Female
New Mexico,Roosevelt County,4,18934,9402,9532,Female
New Mexico,Sandoval County,4,153501,75932,77569,Female
New Mexico,San Juan County,4,120418,59615,60803,Female
New Mexico,San Miguel County,4,26953,13476,13477,Female
New Mexico,Santa Fe County,4,155664,76036,79628,Female
New Mexico,Sierra County,4,11436,5673,5763,Female
New Mexico,Socorro County,4,16115,8286,7829,Male
New Mexico,Taos County,4,34580,17007,17573,Female
New Mexico,Torrance County,4,15454,8012,7442,Male
New Mexico,Union County,4,3980,2178,1802,Male
New Mexico,Valencia County,4,78080,39387,38693,Male
New York,Albany County,4,315811,153675,162136,Female
New York,Allegany County,4,46694,23851,22843,Male
New York,Bronx County,4,1379946,652885,727061,Female
New York,Broome County,4,197117,97484,99633,Female
New York,Cattaraugus County,4,76439,38424,38015,Male
New York,Cayuga County,4,74998,38361,36637,Male
New York,Chautauqua County,4,126027,62720,63307,Female
New York,Chemung County,4,81426,40434,40992,Female
New York,Chenango County,4,46458,23469,22989,Male
New York,Clinton County,4,78753,40275,38478,Male
New York,Columbia County,4,61286,30948,30338,Male
New York,Cortland County,4,46126,22769,23357,Female
New York,Delaware County,4,44740,22830,21910,Male
New York,Dutchess County,4,297545,148557,148988,Female
New York,Erie County,4,950312,463655,486657,Female
New York,Essex County,4,36910,18984,17926,Male
New York,Franklin County,4,46373,24246,22127,Male
New York,Fulton County,4,52669,26348,26321,Male
New York,Genesee County,4,57535,28723,28812,Female
New York,Greene County,4,48061,24880,23181,Male
New York,Hamilton County,4,5118,2579,2539,Male
New York,Herkimer County,4,59822,29980,29842,Male
New York,Jefferson County,4,116637,61936,54701,Male
New York,Kings County,4,2590516,1235912,1354604,Female
New York,Lewis County,4,26699,13651,13048,Male
New York,Livingston County,4,61516,30750,30766,Female
New York,Madison County,4,67097,33414,33683,Female
New York,Monroe County,4,752035,365705,386330,Female
New York,Montgomery County,4,49623,24704,24919,Female
New York,Nassau County,4,1383726,682215,701511,Female
New York,New York County,4,1596273,762837,833436,Female
New York,Niagara County,4,210880,103792,107088,Female
New York,Oneida County,4,228846,114621,114225,Male
New York,Onondaga County,4,468249,227701,240548,Female
New York,Ontario County,4,112707,55461,57246,Female
New York,Orange County,4,405941,203097,202844,Male
New York,Orleans County,4,39318,19937,19381,Male
New York,Oswego County,4,118287,59819,58468,Male
New York,Otsego County,4,60636,29515,31121,Female
New York,Putnam County,4,98045,49304,48741,Male
New York,Queens County,4,2278029,1114389,1163640,Female
New York,Rensselaer County,4,159853,79883,79970,Female
New York,Richmond County,4,491133,241085,250048,Female
New York,Rockland County,4,339022,168111,170911,Female
New York,St. Lawrence County,4,107733,55087,52646,Male
New York,Saratoga County,4,238797,118711,120086,Female
New York,Schenectady County,4,160093,78794,81299,Female
New York,Schoharie County,4,30063,15157,14906,Male
New York,Schuyler County,4,17650,8889,8761,Male
New York,Seneca County,4,32882,16962,15920,Male
New York,Steuben County,4,92599,46427,46172,Male
New York,Suffolk County,4,1525465,757576,767889,Female
New York,Sullivan County,4,79658,41563,38095,Male
New York,Tioga County,4,47772,24005,23767,Male
New York,Tompkins County,4,104777,51567,53210,Female
New York,Ulster County,4,182319,90924,91395,Female
New York,Warren County,4,65599,32593,33006,Female
New York,Washington County,4,60841,31466,29375,Male
New York,Wayne County,4,91125,45773,45352,Male
New York,Westchester County,4,990427,483379,507048,Female
New York,Wyoming County,4,39666,21345,18321,Male
New York,Yates County,4,24451,12076,12375,Female
North Carolina,Alamance County,4,176353,84526,91827,Female
North Carolina,Alexander County,4,36512,18807,17705,Male
North Carolina,Alleghany County,4,11185,5524,5661,Female
North Carolina,Anson County,4,22202,11476,10726,Male
North Carolina,Ashe County,4,27110,13498,13612,Female
North Carolina,Avery County,4,17571,9530,8041,Male
North Carolina,Beaufort County,4,44272,21427,22845,Female
North Carolina,Bertie County,4,17240,8860,8380,Male
North Carolina,Bladen County,4,29446,14093,15353,Female
North Carolina,Brunswick County,4,153064,73613,79451,Female
North Carolina,Buncombe County,4,273589,132057,141532,Female
North Carolina,Burke County,4,87881,44083,43798,Male
North Carolina,Cabarrus County,4,235797,115848,119949,Female
North Carolina,Caldwell County,4,80492,40066,40426,Female
North Carolina,Camden County,4,11088,5633,5455,Male
North Carolina,Carteret County,4,69380,34148,35232,Female
North Carolina,Caswell County,4,22614,11793,10821,Male
North Carolina,Catawba County,4,163462,80507,82955,Female
North Carolina,Chatham County,4,79864,38646,41218,Female
North Carolina,Cherokee County,4,29512,14626,14886,Female
North Carolina,Chowan County,4,13940,6688,7252,Female
North Carolina,Clay County,4,11614,5675,5939,Female
North Carolina,Cleveland County,4,100670,48690,51980,Female
North Carolina,Columbus County,4,49885,24969,24916,Male
North Carolina,Craven County,4,100874,50308,50566,Female
North Carolina,Cumberland County,4,336699,167195,169504,Female
North Carolina,Currituck County,4,31015,15657,15358,Male
North Carolina,Dare County,4,37956,18680,19276,Female
North Carolina,Davidson County,4,172586,85137,87449,Female
North Carolina,Davie County,4,44090,21677,22413,Female
North Carolina,Duplin County,4,48990,24205,24785,Female
North Carolina,Durham County,4,332680,159252,173428,Female
North Carolina,Edgecombe County,4,48301,22543,25758,Female
North Carolina,Forsyth County,4,389157,185593,203564,Female
North Carolina,Franklin County,4,74539,37232,37307,Female
North Carolina,Gaston County,4,234215,113685,120530,Female
North Carolina,Gates County,4,10383,5132,5251,Female
North Carolina,Graham County,4,7980,4093,3887,Male
North Carolina,Granville County,4,61903,31889,30014,Male
North Carolina,Greene County,4,20211,11510,8701,Male
North Carolina,Guilford County,4,546101,258987,287114,Female
North Carolina,Halifax County,4,47848,23250,24598,Female
North Carolina,Harnett County,4,138832,68980,69852,Female
North Carolina,Haywood County,4,62609,30597,32012,Female
North Carolina,Henderson County,4,118106,57210,60896,Female
North Carolina,Hertford County,4,20875,10632,10243,Male
North Carolina,Hoke County,4,53787,26383,27404,Female
North Carolina,Hyde County,4,4576,2574,2002,Male
North Carolina,Iredell County,4,195897,97379,98518,Female
North Carolina,Jackson County,4,42955,21107,21848,Female
North Carolina,Johnston County,4,234778,115865,118913,Female
North Carolina,Jones County,4,9233,4537,4696,Female
North Carolina,Lee County,4,65476,32279,33197,Female
North Carolina,Lenoir County,4,54633,26035,28598,Female
North Carolina,Lincoln County,4,93095,46463,46632,Female
North Carolina,McDowell County,4,44753,22653,22100,Male
North Carolina,Macon County,4,38065,18586,19479,Female
North Carolina,Madison County,4,21768,10780,10988,Female
North Carolina,Martin County,4,21508,10191,11317,Female
North Carolina,Mecklenburg County,4,1145392,554510,590882,Female
North Carolina,Mitchell County,4,15094,7490,7604,Female
North Carolina,Montgomery County,4,25894,12837,13057,Female
North Carolina,Moore County,4,105531,51619,53912,Female
North Carolina,Nash County,4,95789,46231,49558,Female
North Carolina,New Hanover County,4,234921,112254,122667,Female
North Carolina,Northampton County,4,16779,8104,8675,Female
North Carolina,Onslow County,4,207298,114268,93030,Male
North Carolina,Orange County,4,150477,71830,78647,Female
North Carolina,Pamlico County,4,12381,6365,6016,Male
North Carolina,Pasquotank County,4,40938,20223,20715,Female
North Carolina,Pender County,4,65737,33199,32538,Male
North Carolina,Perquimans County,4,13210,6328,6882,Female
North Carolina,Person County,4,39386,19095,20291,Female
North Carolina,Pitt County,4,173542,81645,91897,Female
North Carolina,Polk County,4,19986,9527,10459,Female
North Carolina,Randolph County,4,146043,72479,73564,Female
North Carolina,Richmond County,4,42778,21168,21610,Female
North Carolina,Robeson County,4,116663,56269,60394,Female
North Carolina,Rockingham County,4,91957,44835,47122,Female
North Carolina,Rowan County,4,149645,74274,75371,Female
North Carolina,Rutherford County,4,64963,31685,33278,Female
North Carolina,Sampson County,4,59120,29559,29561,Female
North Carolina,Scotland County,4,34162,17578,16584,Male
North Carolina,Stanly County,4,64153,32176,31977,Male
North Carolina,Stokes County,4,45175,22270,22905,Female
North Carolina,Surry County,4,71403,35147,36256,Female
North Carolina,Swain County,4,13967,6763,7204,Female
North Carolina,Transylvania County,4,33355,16214,17141,Female
North Carolina,Tyrrell County,4,3365,1752,1613,Male
North Carolina,Union County,4,249070,124127,124943,Female
North Carolina,Vance County,4,42138,19834,22304,Female
North Carolina,Wake County,4,1175021,576978,598043,Female
North Carolina,Warren County,4,18713,9376,9337,Male
North Carolina,Washington County,4,10828,5158,5670,Female
North Carolina,Watauga County,4,55089,27442,27647,Female
North Carolina,Wayne County,4,117286,58233,59053,Female
North Carolina,Wilkes County,4,65784,32465,33319,Female
North Carolina,Wilson County,4,78449,37412,41037,Female
North Carolina,Yadkin County,4,37463,18778,18685,Male
North Carolina,Yancey County,4,18811,9273,9538,Female
North Dakota,Adams County,4,2115,1048,1067,Female
North Dakota,Barnes County,4,10758,5504,5254,Male
North Dakota,Benson County,4,5770,2982,2788,Male
North Dakota,Billings County,4,1018,542,476,Male
North Dakota,Bottineau County,4,6376,3325,3051,Male
North Dakota,Bowman County,4,2894,1462,1432,Male
North Dakota,Burke County,4,2155,1129,1026,Male
North Dakota,Burleigh County,4,99280,50011,49269,Male
North Dakota,Cass County,4,192734,98271,94463,Male
North Dakota,Cavalier County,4,3597,1893,1704,Male
North Dakota,Dickey County,4,4923,2513,2410,Male
North Dakota,Divide County,4,2187,1161,1026,Male
North Dakota,Dunn County,4,4015,2129,1886,Male
North Dakota,Eddy County,4,2314,1181,1133,Male
North Dakota,Emmons County,4,3250,1686,1564,Male
North Dakota,Foster County,4,3378,1689,1689,Equal
North Dakota,Golden Valley County,4,1744,882,862,Male
North Dakota,Grand Forks County,4,72413,37409,35004,Male
North Dakota,Grant County,4,2243,1113,1130,Female
North Dakota,Griggs County,4,2252,1127,1125,Male
North Dakota,Hettinger County,4,2406,1185,1221,Female
North Dakota,Kidder County,4,2393,1254,1139,Male
North Dakota,LaMoure County,4,4098,2099,1999,Male
North Dakota,Logan County,4,1855,940,915,Male
North Dakota,McHenry County,4,5189,2718,2471,Male
North Dakota,McIntosh County,4,2475,1230,1245,Female
North Dakota,McKenzie County,4,13908,7384,6524,Male
North Dakota,McLean County,4,9824,5053,4771,Male
North Dakota,Mercer County,4,8333,4255,4078,Male
North Dakota,Morton County,4,33710,17091,16619,Male
North Dakota,Mountrail County,4,9290,4873,4417,Male
North Dakota,Nelson County,4,2995,1551,1444,Male
North Dakota,Oliver County,4,1856,982,874,Male
North Dakota,Pembina County,4,6763,3600,3163,Male
North Dakota,Pierce County,4,3942,1989,1953,Male
North Dakota,Ramsey County,4,11515,5887,5628,Male
North Dakota,Ransom County,4,5640,2952,2688,Male
North Dakota,Renville County,4,2220,1167,1053,Male
North Dakota,Richland County,4,16580,8545,8035,Male
North Dakota,Rolette County,4,11933,5932,6001,Female
North Dakota,Sargent County,4,3795,2049,1746,Male
North Dakota,Sheridan County,4,1295,661,634,Male
North Dakota,Sioux County,4,3711,1832,1879,Female
North Dakota,Slope County,4,672,354,318,Male
North Dakota,Stark County,4,32803,17008,15795,Male
North Dakota,Steele County,4,1788,951,837,Male
North Dakota,Stutsman County,4,21487,11051,10436,Male
North Dakota,Towner County,4,2064,1078,986,Male
North Dakota,Traill County,4,7958,4102,3856,Male
North Dakota,Walsh County,4,10438,5406,5032,Male
North Dakota,Ward County,4,68870,35957,32913,Male
North Dakota,Wells County,4,3930,1981,1949,Male
North Dakota,Williams County,4,38109,20289,17820,Male
Ohio,Adams County,4,27420,13712,13708,Male
Ohio,Allen County,4,101115,50659,50456,Male
Ohio,Ashland County,4,52181,25904,26277,Female
Ohio,Ashtabula County,4,97014,49750,47264,Male
Ohio,Athens County,4,58979,29533,29446,Male
Ohio,Auglaize County,4,45948,23119,22829,Male
Ohio,Belmont County,4,65509,33957,31552,Male
Ohio,Brown County,4,43680,21757,21923,Female
Ohio,Butler County,4,388420,192223,196197,Female
Ohio,Carroll County,4,26659,13550,13109,Male
Ohio,Champaign County,4,38709,19304,19405,Female
Ohio,Clark County,4,134831,66135,68696,Female
Ohio,Clermont County,4,210805,104794,106011,Female
Ohio,Clinton County,4,41964,20844,21120,Female
Ohio,Columbiana County,4,100511,51249,49262,Male
Ohio,Coshocton County,4,36571,18312,18259,Male
Ohio,Crawford County,4,41522,20531,20991,Female
Ohio,Cuyahoga County,4,1236041,594492,641549,Female
Ohio,Darke County,4,51529,25766,25763,Male
Ohio,Defiance County,4,38187,19223,18964,Male
Ohio,Delaware County,4,226296,113340,112956,Male
Ohio,Erie County,4,74501,36758,37743,Female
Ohio,Fairfield County,4,162898,81558,81340,Male
Ohio,Fayette County,4,28839,14203,14636,Female
Ohio,Franklin County,4,1321820,650589,671231,Female
Ohio,Fulton County,4,42171,21148,21023,Male
Ohio,Gallia County,4,29068,14580,14488,Male
Ohio,Geauga County,4,95469,47980,47489,Male
Ohio,Greene County,4,168456,83851,84605,Female
Ohio,Guernsey County,4,38098,19068,19030,Male
Ohio,Hamilton County,4,825037,401323,423714,Female
Ohio,Hancock County,4,74861,37227,37634,Female
Ohio,Hardin County,4,30416,15296,15120,Male
Ohio,Harrison County,4,14378,7179,7199,Female
Ohio,Henry County,4,27512,13735,13777,Female
Ohio,Highland County,4,43391,21530,21861,Female
Ohio,Hocking County,4,27858,13958,13900,Male
Ohio,Holmes County,4,44390,22384,22006,Male
Ohio,Huron County,4,58218,29143,29075,Male
Ohio,Jackson County,4,32586,16256,16330,Female
Ohio,Jefferson County,4,64330,31571,32759,Female
Ohio,Knox County,4,63183,31365,31818,Female
Ohio,Lake County,4,231842,114007,117835,Female
Ohio,Lawrence County,4,56653,27817,28836,Female
Ohio,Licking County,4,181359,90072,91287,Female
Ohio,Logan County,4,46040,23027,23013,Male
Ohio,Lorain County,4,316268,157004,159264,Female
Ohio,Lucas County,4,426643,207623,219020,Female
Ohio,Madison County,4,43540,23588,19952,Male
Ohio,Mahoning County,4,225636,110949,114687,Female
Ohio,Marion County,4,64642,34433,30209,Male
Ohio,Medina County,4,183512,91385,92127,Female
Ohio,Meigs County,4,21969,11048,10921,Male
Ohio,Mercer County,4,42348,21551,20797,Male
Ohio,Miami County,4,110247,54850,55397,Female
Ohio,Monroe County,4,13234,6718,6516,Male
Ohio,Montgomery County,4,533892,258788,275104,Female
Ohio,Morgan County,4,13668,6854,6814,Male
Ohio,Morrow County,4,35339,17873,17466,Male
Ohio,Muskingum County,4,86113,42365,43748,Female
Ohio,Noble County,4,14335,8578,5757,Male
Ohio,Ottawa County,4,39978,20065,19913,Male
Ohio,Paulding County,4,18757,9447,9310,Male
Ohio,Perry County,4,35480,17907,17573,Male
Ohio,Pickaway County,4,60023,31436,28587,Male
Ohio,Pike County,4,27005,13538,13467,Male
Ohio,Portage County,4,161745,79968,81777,Female
Ohio,Preble County,4,40596,20343,20253,Male
Ohio,Putnam County,4,34334,17334,17000,Male
Ohio,Richland County,4,125319,64438,60881,Male
Ohio,Ross County,4,76606,40159,36447,Male
Ohio,Sandusky County,4,58667,29433,29234,Male
Ohio,Scioto County,4,72194,35899,36295,Female
Ohio,Seneca County,4,54632,27539,27093,Male
Ohio,Shelby County,4,47671,24075,23596,Male
Ohio,Stark County,4,372657,182655,190002,Female
Ohio,Summit County,4,535882,261402,274480,Female
Ohio,Trumbull County,4,200643,99099,101544,Female
Ohio,Tuscarawas County,4,91937,45934,46003,Female
Ohio,Union County,4,66898,32616,34282,Female
Ohio,Van Wert County,4,28769,14266,14503,Female
Ohio,Vinton County,4,12565,6351,6214,Male
Ohio,Warren County,4,249778,126501,123277,Male
Ohio,Washington County,4,58901,29103,29798,Female
Ohio,Wayne County,4,116559,58373,58186,Male
Ohio,Williams County,4,36652,18369,18283,Male
Ohio,Wood County,4,131592,65321,66271,Female
Ohio,Wyandot County,4,21567,10727,10840,Female
Oklahoma,Adair County,4,19576,9848,9728,Male
Oklahoma,Alfalfa County,4,5637,3518,2119,Male
Oklahoma,Atoka County,4,14262,7828,6434,Male
Oklahoma,Beaver County,4,5016,2555,2461,Male
Oklahoma,Beckham County,4,22009,12024,9985,Male
Oklahoma,Blaine County,4,8409,4294,4115,Male
Oklahoma,Bryan County,4,48182,23617,24565,Female
Oklahoma,Caddo County,4,26198,14777,11421,Male
Oklahoma,Canadian County,4,169149,84044,85105,Female
Oklahoma,Carter County,4,48510,23675,24835,Female
Oklahoma,Cherokee County,4,48098,23546,24552,Female
Oklahoma,Choctaw County,4,14358,6950,7408,Female
Oklahoma,Cimarron County,4,2252,1162,1090,Male
Oklahoma,Cleveland County,4,299587,149599,149988,Female
Oklahoma,Coal County,4,5313,2660,2653,Male
Oklahoma,Comanche County,4,123046,64075,58971,Male
Oklahoma,Cotton County,4,5477,2745,2732,Male
Oklahoma,Craig County,4,14123,7220,6903,Male
Oklahoma,Creek County,4,72699,36090,36609,Female
Oklahoma,Custer County,4,27886,13947,13939,Male
Oklahoma,Delaware County,4,41413,20605,20808,Female
Oklahoma,Dewey County,4,4401,2173,2228,Female
Oklahoma,Ellis County,4,3657,1793,1864,Female
Oklahoma,Garfield County,4,61920,31299,30621,Male
Oklahoma,Garvin County,4,25713,12798,12915,Female
Oklahoma,Grady County,4,56658,28516,28142,Male
Oklahoma,Grant County,4,4124,2088,2036,Male
Oklahoma,Greer County,4,5547,3170,2377,Male
Oklahoma,Harmon County,4,2428,1183,1245,Female
Oklahoma,Harper County,4,3129,1620,1509,Male
Oklahoma,Haskell County,4,11641,5837,5804,Male
Oklahoma,Hughes County,4,13407,7433,5974,Male
Oklahoma,Jackson County,4,24556,12304,12252,Male
Oklahoma,Jefferson County,4,5389,2704,2685,Male
Oklahoma,Johnston County,4,10406,5247,5159,Male
Oklahoma,Kay County,4,43668,21845,21823,Male
Oklahoma,Kingfisher County,4,15293,7742,7551,Male
Oklahoma,Kiowa County,4,8345,4166,4179,Female
Oklahoma,Latimer County,4,9630,4888,4742,Male
Oklahoma,Le Flore County,4,48907,24844,24063,Male
Oklahoma,Lincoln County,4,34188,17164,17024,Male
Oklahoma,Logan County,4,51933,26080,25853,Male
Oklahoma,Love County,4,10218,5173,5045,Male
Oklahoma,McClain County,4,45306,22776,22530,Male
Oklahoma,McCurtain County,4,30931,15365,15566,Female
Oklahoma,McIntosh County,4,19451,9644,9807,Female
Oklahoma,Major County,4,7502,3719,3783,Female
Oklahoma,Marshall County,4,15882,7989,7893,Male
Oklahoma,Mayes County,4,39589,19897,19692,Male
Oklahoma,Murray County,4,13672,6938,6734,Male
Oklahoma,Muskogee County,4,66354,32598,33756,Female
Oklahoma,Noble County,4,10896,5370,5526,Female
Oklahoma,Nowata County,4,9483,4730,4753,Female
Oklahoma,Okfuskee County,4,11134,5980,5154,Male
Oklahoma,Oklahoma County,4,802559,394701,407858,Female
Oklahoma,Okmulgee County,4,36990,18416,18574,Female
Oklahoma,Osage County,4,45839,23182,22657,Male
Oklahoma,Ottawa County,4,30338,14997,15341,Female
Oklahoma,Pawnee County,4,15757,7964,7793,Male
Oklahoma,Payne County,4,82794,42476,40318,Male
Oklahoma,Pittsburg County,4,43613,22228,21385,Male
Oklahoma,Pontotoc County,4,38141,18649,19492,Female
Oklahoma,Pottawatomie County,4,73533,35339,38194,Female
Oklahoma,Pushmataha County,4,10769,5309,5460,Female
Oklahoma,Roger Mills County,4,3320,1662,1658,Male
Oklahoma,Rogers County,4,98836,49629,49207,Male
Oklahoma,Seminole County,4,23351,11533,11818,Female
Oklahoma,Sequoyah County,4,39667,19748,19919,Female
Oklahoma,Stephens County,4,43710,21437,22273,Female
Oklahoma,Texas County,4,20495,10838,9657,Male
Oklahoma,Tillman County,4,6977,3442,3535,Female
Oklahoma,Tulsa County,4,677358,332988,344370,Female
Oklahoma,Wagoner County,4,86644,43337,43307,Male
Oklahoma,Washington County,4,53242,26124,27118,Female
Oklahoma,Washita County,4,10732,5383,5349,Male
